timestamp,date,tod,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
1576492019,2019-12-16,11:26:59,0,0,0,1691,288,1342,0,0,0,20,233,479,1,0,99,0,0
1576492020,2019-12-16,11:27:00,3,0,0,1682,288,1342,0,0,0,200,614,675,11,2,87,0,0
1576492021,2019-12-16,11:27:01,1,0,0,1668,288,1342,0,0,0,20,1096,948,24,5,71,0,0
1576492022,2019-12-16,11:27:02,1,0,0,1658,288,1342,0,0,0,352,870,741,25,1,74,0,0
1576492023,2019-12-16,11:27:03,1,0,0,1654,288,1342,0,0,0,116,932,664,27,2,71,0,0
1576492024,2019-12-16,11:27:04,0,0,0,1689,288,1342,0,0,0,116,869,802,24,1,75,0,0
1576492025,2019-12-16,11:27:05,0,0,0,1690,288,1342,0,0,0,152,284,556,1,1,98,0,0
1576492026,2019-12-16,11:27:06,0,0,0,1690,288,1342,0,0,0,20,206,414,0,1,99,0,0
1576492027,2019-12-16,11:27:07,1,0,0,1675,288,1343,0,0,0,344,1055,1053,23,5,73,0,0
1576492028,2019-12-16,11:27:08,1,0,0,1653,288,1343,0,0,0,20,907,768,25,3,72,0,0
1576492029,2019-12-16,11:27:09,2,0,0,1653,288,1343,0,0,0,88,803,729,24,1,74,0,0
1576492030,2019-12-16,11:27:10,3,0,0,1643,288,1343,0,0,0,260,897,644,30,1,69,0,0
1576492031,2019-12-16,11:27:11,0,0,0,1687,288,1343,0,0,0,68,484,536,10,1,89,0,0
1576492032,2019-12-16,11:27:12,1,0,0,1680,288,1343,0,0,0,384,765,709,14,2,84,0,0
1576492033,2019-12-16,11:27:13,1,0,0,1661,288,1343,0,0,0,20,980,803,22,4,74,0,0
1576492034,2019-12-16,11:27:14,1,0,0,1655,288,1343,0,0,0,44,854,677,24,2,74,0,0
1576492035,2019-12-16,11:27:15,1,0,0,1652,288,1343,0,0,0,228,895,680,27,1,71,0,0
1576492036,2019-12-16,11:27:16,0,0,0,1687,288,1343,0,0,0,120,754,727,18,2,81,0,0
1576492037,2019-12-16,11:27:17,1,0,0,1687,288,1343,0,0,0,528,462,540,5,1,94,0,0
1576492038,2019-12-16,11:27:18,1,0,0,1668,288,1343,0,0,0,20,1034,942,22,5,73,0,0
