response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
30.0014,0.0619,0.0000,0.0000,10.9546,18.9848,200,570.4011
30.0013,0.0629,0.0000,0.0000,7.9519,21.9865,200,570.4012
30.0016,0.0627,0.0000,0.0000,5.9458,23.9931,200,570.4010
30.0022,0.0615,0.0000,0.0000,4.9453,24.9954,200,570.4005
30.0003,0.0701,0.0000,0.0000,5.5429,24.3873,200,600.4006
30.0004,0.0759,0.0000,0.0000,8.5411,21.3834,200,600.4008
30.0001,0.0770,0.0000,0.0000,4.5343,25.3887,200,600.4014
30.0001,0.0776,0.0000,0.0000,13.5489,16.3735,200,600.4019
30.0004,0.0765,0.0000,0.0000,10.5433,19.3802,200,600.4019
30.0000,0.0781,0.0000,0.0000,18.5525,11.3694,200,600.4025
30.0001,0.0779,0.0000,0.0000,14.5431,15.3791,200,600.4025
30.0003,0.0781,0.0000,0.0000,15.5417,14.3804,200,600.4024
30.0001,0.0765,0.0000,0.0000,12.5475,17.3760,200,600.4027
30.0003,0.0762,0.0000,0.0000,11.5431,18.3809,200,600.4026
30.0007,0.0685,0.0000,0.0000,2.4981,27.4341,200,630.4009
30.0002,0.0729,0.0000,0.0000,4.4994,25.4278,200,630.4015
30.0005,0.0684,0.0000,0.0000,1.3984,28.5336,200,630.4012
30.0001,0.0736,0.0000,0.0000,8.4963,21.4303,200,630.4020
30.0001,0.0727,0.0000,0.0000,10.4993,19.4281,200,630.4023
30.0001,0.0731,0.0000,0.0000,12.5035,17.4234,200,630.4026
30.0001,0.0730,0.0000,0.0000,14.5063,15.4208,200,630.4026
30.0001,1.0662,0.0000,0.0000,14.5138,14.4200,200,630.4027
30.0001,1.0662,0.0000,0.0000,17.5167,11.4171,200,630.4028
30.0002,1.0669,0.0000,0.0000,18.5176,10.4157,200,630.4027
30.0003,0.0601,0.0000,0.0000,15.7695,14.1707,200,660.4017
30.0003,0.0597,0.0000,0.0001,2.7549,27.1857,200,660.4017
30.0005,0.0600,0.0000,0.0000,7.7645,22.1760,200,660.4017
30.0001,0.0596,0.0000,0.0001,1.1260,28.8144,200,660.4021
30.0001,0.0598,0.0000,0.0000,13.7706,16.1697,200,660.4024
30.0001,0.0607,0.0000,0.0000,18.7762,11.1632,200,660.4027
30.0001,0.0617,0.0000,0.0000,9.7644,20.1739,200,660.4028
30.0002,0.0606,0.0000,0.0000,16.7764,13.1632,200,660.4027
30.0001,0.0617,0.0000,0.0000,10.7623,19.1760,200,660.4029
30.0001,0.0602,0.0000,0.0000,17.7763,12.1635,200,660.4029
30.0004,0.0677,0.0000,0.0000,12.6159,17.3168,200,690.4029
30.0004,0.0673,0.0000,0.0000,11.6156,18.3175,200,690.4031
30.0019,0.0606,0.0000,0.0000,1.3417,28.5995,200,690.4020
30.0017,0.0649,0.0000,0.0000,7.6129,22.3238,200,690.4022
30.0020,0.0647,0.0000,0.0000,6.6103,23.3269,200,690.4022
30.0016,0.0617,0.0000,0.0000,3.6084,26.3314,200,690.4025
30.0015,0.0664,0.0000,0.0000,17.6203,12.3147,200,690.4028
30.0014,0.0680,0.0000,0.0000,14.6162,15.3172,200,690.4029
30.0014,0.0678,0.0000,0.0000,16.6195,13.3141,200,690.4030
30.0026,0.0553,0.0000,0.0001,2.6135,27.3337,200,690.4020
30.0002,0.0599,0.0000,0.0000,6.7876,23.1526,200,720.4033
30.0002,0.0606,0.0000,0.0000,2.7787,27.1608,200,720.4034
30.0001,0.0598,0.0000,0.0000,8.8053,21.1351,200,720.4039
30.0002,0.0602,0.0000,0.0000,7.7923,22.1477,200,720.4040
30.0001,0.0606,0.0000,0.0000,11.7907,18.1487,200,720.4041
30.0001,0.0630,0.0000,0.0000,19.7947,10.1424,200,720.4043
30.0001,0.0622,0.0000,0.0000,17.7969,12.1409,200,720.4044
30.0004,0.0610,0.0000,0.0000,10.7887,19.1507,200,720.4041
30.0003,0.0621,0.0000,0.0000,14.7903,15.1479,200,720.4043
30.0001,0.0620,0.0000,0.0000,15.7883,14.1498,200,720.4046
30.0002,0.0673,0.0000,0.0000,6.5780,23.3550,200,750.4035
30.0004,0.0671,0.0000,0.0000,1.2276,28.7055,200,750.4036
30.0001,0.0666,0.0000,0.0001,5.5813,24.3521,200,750.4040
30.0001,0.0674,0.0000,0.0000,7.5809,22.3518,200,750.4041
30.0001,0.0666,0.0000,0.0000,1.5729,28.3606,200,750.4042
30.0001,0.0681,0.0000,0.0000,12.5851,17.3469,200,750.4044
30.0001,0.0706,0.0000,0.0000,16.5852,13.3442,200,750.4045
30.0001,0.0679,0.0000,0.0000,8.5789,21.3532,200,750.4045
30.0002,0.0702,0.0000,0.0000,15.5855,14.3444,200,750.4046
